Модель,PartNumber/Артикул Производителя,Ситилинк - Полное Наименование,Бренд,Группа товаров,Ссылка на сайт поставщика/вендора,Код Товара
нет,TCN-KI5Q4.128.MEWH,"Смартфон TECNO Spark 10 4/128Gb,  белый",TECNO,Смартфоны,https://ru.tecno-mobile.com/phones/tech-specs/tecspecs/spark-10/,1956328
нет,TCN-KI78.128.PEWH,"Смартфон TECNO Spark 10 Pro 8/128Gb,  жемчужный белый",TECNO,Смартфоны,https://ru.tecno-mobile.com/phones/product-detail/product/spark-10-pro/,1957264
нет,TCN-KI78.128.STBK,"Смартфон TECNO Spark 10 Pro 8/128Gb,  звездный черный",TECNO,Смартфоны,https://ru.tecno-mobile.com/phones/product-detail/product/spark-10-pro/,1957265
RMX3771,631011000068,"Смартфон REALME 11 Pro 8/128Gb,  RMX3771,  черный",REALME,Смартфоны,https://www.realme.com/in/realme-11-pro/specs,1957310
RMX3771,631011000070,"Смартфон REALME 11 Pro 8/128Gb,  RMX3771,  бежевый",REALME,Смартфоны,https://www.realme.com/in/realme-11-pro/specs,1957311
RMX3771,631011000071,"Смартфон REALME 11 Pro 8/256Gb,  RMX3771,  черный",REALME,Смартфоны,https://www.realme.com/in/realme-11-pro/specs,1957312
RMX3771,631011000073,"Смартфон REALME 11 Pro 8/256Gb,  RMX3771,  бежевый",REALME,Смартфоны,https://www.realme.com/in/realme-11-pro/specs,1957314
RMX3741,631011000026,"Смартфон REALME 11 Pro+ 8/256Gb,  RMX3741,  черный",REALME,Смартфоны,https://www.realme.com/in/realme-11-pro-plus/specs,1957315
RMX3741,631011000028,"Смартфон REALME 11 Pro+ 8/256Gb,  RMX3741,  бежевый",REALME,Смартфоны,https://www.realme.com/in/realme-11-pro-plus/specs,1957316
RMX3741,631011000520,"Смартфон REALME 11 Pro+ 12/512Gb,  RMX3741,  черный",REALME,Смартфоны,https://www.realme.com/in/realme-11-pro-plus/specs,1957319
RMX3741,631011000522,"Смартфон REALME 11 Pro+ 12/512Gb,  RMX3741,  бежевый",REALME,Смартфоны,https://www.realme.com/in/realme-11-pro-plus/specs,1957323
SM-A047F,SM-A047FZGGCAU,"Смартфон Samsung Galaxy A04s 4/64Gb,  SM-A047F,  зеленый",SAMSUNG,Смартфоны,https://www.samsung.com/levant/smartphones/galaxy-a/galaxy-a04s-awesome-white-64gb-sm-a047fzwgmeb/#specs,1957641
нет,X36704,"Смартфон Xiaomi Redmi 10 2022 4/64Gb,  белая галька",XIAOMI,Смартфоны,"https://www.mi.com/ru/product/redmi-10-2022/specs_x000D_
",1958714
A2399,MGDY3TA/A,"Смартфон Apple iPhone 12 mini 64Gb,  A2399,  белый",APPLE,Смартфоны,https://www.apple.com/ru/iphone-12/specs/,1958984
A2399,MGDY3ZA/A,"Смартфон Apple iPhone 12 mini 64Gb,  A2399,  белый",APPLE,Смартфоны,https://www.apple.com/ru/iphone-12/specs/,1958985
A2399,MGE03ZA/A,"Смартфон Apple iPhone 12 mini 64Gb,  A2399,  красный",APPLE,Смартфоны,https://www.apple.com/ru/iphone-12/specs/,1958986
A2399,MGE13ZA/A,"Смартфон Apple iPhone 12 mini 64Gb,  A2399,  синий",APPLE,Смартфоны,https://www.apple.com/ru/iphone-12/specs/,1958997
A2399,MGE23ZA/A,"Смартфон Apple iPhone 12 mini 64Gb,  A2399,  зеленый",APPLE,Смартфоны,https://www.apple.com/ru/iphone-12/specs/,1958998
A2399,MJQF3TA/A,"Смартфон Apple iPhone 12 mini 64Gb,  A2399,  фиолетовый",APPLE,Смартфоны,https://www.apple.com/ru/iphone-12/specs/,1958999
A2399,MJQF3ZA/A,"Смартфон Apple iPhone 12 mini 64Gb,  A2399,  фиолетовый",APPLE,Смартфоны,https://www.apple.com/ru/iphone-12/specs/,1959000
A2629,MLDG3CH/A,"Смартфон Apple iPhone 13 mini 128Gb,  A2629,  синий",APPLE,Смартфоны,https://www.apple.com/ru/iphone-13/specs/,1959048
A2629,MLDE3CH/A,"Смартфон Apple iPhone 13 mini 128Gb,  A2629,  розовый",APPLE,Смартфоны,https://www.apple.com/ru/iphone-13/specs/,1959053
A2629,MLDF3CH/A,"Смартфон Apple iPhone 13 mini 128Gb,  A2629,  (PRODUCT)RED",APPLE,Смартфоны,https://www.apple.com/ru/iphone-13/specs/,1959054
SM-A346E,SM-A346EZKAR06,"Смартфон Samsung Galaxy A34 5G 6/128Gb,  SM-A346E,  графит",SAMSUNG,Смартфоны,https://www.samsung.com/ru/smartphones/galaxy-a/galaxy-a34-5g-graphite-256gb-sm-a346ezkeser/,1964191
SM-A546E,SM-A546EZKAR06,"Смартфон Samsung Galaxy A54 5G 6/128Gb,  SM-A546E,  графит",SAMSUNG,Смартфоны,https://www.samsung.com/ru/smartphones/galaxy-a/galaxy-a54-5g-green-256gb-sm-a546elgdser/,1964192
SM-S911B,SM-S911BZKDR06,"Смартфон Samsung Galaxy S23 5G 8/128Gb,  SM-S911B,  черный фантом",SAMSUNG,Смартфоны,https://www.samsung.com/global/galaxy/galaxy-s23/specs/,1964194
SM-S911B,SM-S911BZKGR06,"Смартфон Samsung Galaxy S23 5G 8/256Gb,  SM-S911B,  черный фантом",SAMSUNG,Смартфоны,https://www.samsung.com/global/galaxy/galaxy-s23/specs/,1964195
XQ-DC72,,"Смартфон Sony Xperia 10 V 8/128Gb,  XQ-DC72,  черный",SONY,Смартфоны,https://www.sony.com.my/smartphones/products/xperia-10m5?cpint=smartphones_new_products-New%20Products-en_GL-responsivegrid_initial_newproducts_2,1967627
XQ-DC72,,"Смартфон Sony Xperia 10 V 8/128Gb,  XQ-DC72,  лаванда",SONY,Смартфоны,https://www.sony.com.my/smartphones/products/xperia-10m5?cpint=smartphones_new_products-New%20Products-en_GL-responsivegrid_initial_newproducts_2,1967658
XQ-DC72,,"Смартфон Sony Xperia 10 V 8/128Gb,  XQ-DC72,  белый",SONY,Смартфоны,https://www.sony.com.my/smartphones/products/xperia-10m5?cpint=smartphones_new_products-New%20Products-en_GL-responsivegrid_initial_newproducts_2,1967659
XQ-DC72,,"Смартфон Sony Xperia 10 V 8/128Gb,  XQ-DC72,  зеленый",SONY,Смартфоны,https://www.sony.com.my/smartphones/products/xperia-10m5?cpint=smartphones_new_products-New%20Products-en_GL-responsivegrid_initial_newproducts_2,1967666
XQ-DQ72,,"Смартфон Sony Xperia 1 V 5G 12/256Gb,  XQ-DQ72,  черный",SONY,Смартфоны,https://www.sony.com.my/smartphones/products/xperia-1m5/feature5,1967667
XQ-DQ72,,"Смартфон Sony Xperia 1 V 5G 12/256Gb,  XQ-DQ72,  зеленый",SONY,Смартфоны,https://www.sony.com.my/smartphones/products/xperia-1m5/feature5,1967718
XQ-DQ72,,"Смартфон Sony Xperia 1 V 5G 12/512Gb,  XQ-DQ72,  черный",SONY,Смартфоны,https://www.sony.com.my/smartphones/products/xperia-1m5/feature5,1967723
XQ-DQ72,,"Смартфон Sony Xperia 1 V 5G 12/512Gb,  XQ-DQ72,  зеленый",SONY,Смартфоны,https://www.sony.com.my/smartphones/products/xperia-1m5/feature5,1967725
SM-A245F,SM-A245FLGVSKZ,"Смартфон Samsung Galaxy A24 6/128Gb,  SM-A245F,  зеленый",SAMSUNG,Смартфоны,https://www.samsung.com/ru/smartphones/galaxy-a/galaxy-a24-black-128gb-sm-a245fzkuser/,1968086
SM-A346E,SM-A346ELGESKZ,"Смартфон Samsung Galaxy A34 5G 8/256Gb,  SM-A346E,  зеленый лайм",SAMSUNG,Смартфоны,https://www.samsung.com/ru/smartphones/galaxy-a/galaxy-a34-5g-graphite-256gb-sm-a346ezkeser/,1968087
SM-A346E,SM-A346ELVESKZ,"Смартфон Samsung Galaxy A34 5G 8/256Gb,  SM-A346E,  лаванда",SAMSUNG,Смартфоны,https://www.samsung.com/ru/smartphones/galaxy-a/galaxy-a34-5g-graphite-256gb-sm-a346ezkeser/,1968090
SM-A346E,SM-A346EZSESKZ,"Смартфон Samsung Galaxy A34 5G 8/256Gb,  SM-A346E,  серебристый",SAMSUNG,Смартфоны,https://www.samsung.com/ru/smartphones/galaxy-a/galaxy-a34-5g-graphite-256gb-sm-a346ezkeser/,1968091
нет,S51_VOLCANO ORANGE,"Смартфон DOOGEE S51 4/64Gb,  оранжевый / черный",DOOGEE,Смартфоны,https://doogee-sale.ru/doogee-s51/,1968421
нет,S51_CLASSIC BLACK,"Смартфон DOOGEE S51 4/64Gb,  черный",DOOGEE,Смартфоны,https://doogee-sale.ru/doogee-s51/,1968422
нет,S96GT_VOLCANO ORANGE,"Смартфон DOOGEE S96 GT 8/256Gb,  оранжевый / черный",DOOGEE,Смартфоны,https://doogee.tel/catalog/item/27-doogee-s96-gt,1968423
нет,S99_SUNSHINE GOLD,"Смартфон DOOGEE S99 8/128Gb,  золотой / черный",DOOGEE,Смартфоны,https://doogee.com.ru/s99.htmlhttps://doogee.com.ru/s99.html,1968427
нет,S99_CLASSIC BLACK,"Смартфон DOOGEE S99 8/128Gb,  черный",DOOGEE,Смартфоны,https://doogee.com.ru/s99.htmlhttps://doogee.com.ru/s99.html,1968428
нет,V30_DAWN ORANGE,"Смартфон DOOGEE V30 8/256Gb,  оранжевый / черный",DOOGEE,Смартфоны,https://doogees.ru/doogee-v30/,1968429
нет,V30_CLASSIC BLACK,"Смартфон DOOGEE V30 8/256Gb,  черный",DOOGEE,Смартфоны,https://doogees.ru/doogee-v30/,1968430
нет,X98_GRAPHITE GREY,"Смартфон DOOGEE X98 3/16Gb,  серый",DOOGEE,Смартфоны,https://www.doogee.cc/products/x98.html,1968438
SM-S911B,SM-S911BLIGSKZ,"Смартфон Samsung Galaxy S23 5G 8/256Gb,  SM-S911B,  лаванда",SAMSUNG,Смартфоны,https://www.samsung.com/global/galaxy/galaxy-s23/specs/,1968523
SM-S911B,SM-S911BZGGSKZ,"Смартфон Samsung Galaxy S23 5G 8/256Gb,  SM-S911B,  зеленый",SAMSUNG,Смартфоны,https://www.samsung.com/global/galaxy/galaxy-s23/specs/,1968525
SM-S916B,SM-S916BLIGSKZ,"Смартфон Samsung Galaxy S23+ 5G 8/512Gb,  SM-S916B,  лаванда",SAMSUNG,Смартфоны,"https://www.samsung.com/global/galaxy/galaxy-s23/specs/_x000D_
",1968529
SM-S916B,SM-S916BZGGSKZ,"Смартфон Samsung Galaxy S23+ 5G 8/512Gb,  SM-S916B,  зеленый",SAMSUNG,Смартфоны,"https://www.samsung.com/global/galaxy/galaxy-s23/specs/_x000D_
",1968532
SM-S916B,SM-S916BZKGSKZ,"Смартфон Samsung Galaxy S23+ 5G 8/512Gb,  SM-S916B,  черный фантом",SAMSUNG,Смартфоны,"https://www.samsung.com/global/galaxy/galaxy-s23/specs/_x000D_
",1968533
нет,TCN-LH7N.256.AMGO,"Смартфон TECNO Pova 5 8/256Gb,  золотой",TECNO,Смартфоны,https://ru.tecno-mobile.com/phones/tech-specs/tecspecs/pova-5/,1968541
нет,TCN-LH7N.128.AMGO,"Смартфон TECNO Pova 5 8/128Gb,  золотой",TECNO,Смартфоны,https://ru.tecno-mobile.com/phones/tech-specs/tecspecs/pova-5/,1968542
нет,TCN-LH7N.256.MEBK,"Смартфон TECNO Pova 5 8/256Gb,  черный",TECNO,Смартфоны,https://ru.tecno-mobile.com/phones/tech-specs/tecspecs/pova-5/,1968543
нет,TCN-LH7N.128.MEBK,"Смартфон TECNO Pova 5 8/128Gb,  черный",TECNO,Смартфоны,https://ru.tecno-mobile.com/phones/tech-specs/tecspecs/pova-5/,1968544
нет,TCN-LH7N.128.HUBL,"Смартфон TECNO Pova 5 8/128Gb,  синий",TECNO,Смартфоны,https://ru.tecno-mobile.com/phones/tech-specs/tecspecs/pova-5/,1968545
нет,TCN-LH7N.256.HUB,"Смартфон TECNO Pova 5 8/256Gb,  синий",TECNO,Смартфоны,https://ru.tecno-mobile.com/phones/tech-specs/tecspecs/pova-5/,1968546
нет,,"Смартфон INOI A72 4/128Gb,  серый",INOI,Смартфоны,https://inoi.com/7557/inoi-a72-232-black/specifications/,1968736
нет,,"Смартфон INOI A72 4/128Gb,  фиолетовый",INOI,Смартфоны,https://inoi.com/7557/inoi-a72-232-black/specifications/,1968737
нет,,"Смартфон INOI A83 6/128Gb,  черный",INOI,Смартфоны,https://inoi.com/7581/inoi-a83-128gb-/,1968738
нет,,"Смартфон INOI A83 6/128Gb,  синий",INOI,Смартфоны,https://inoi.com/7581/inoi-a83-128gb-/,1968739
нет,,"Смартфон INOI Note 12 4/128Gb,  черный",INOI,Смартфоны,https://inoi.com/7552/inoi-note-12-128gb-nfc/,1968740
нет,5109ATAW,"Смартфон Honor X7a Plus 6/128 Gb,  полуночный черный",HONOR,Смартфоны,https://www.hihonor.com/global/phones/honor-x7a/spec/,1969111
нет,5109ATAY,"Смартфон Honor X7a Plus 6/128 Gb,  синий океан",HONOR,Смартфоны,https://www.hihonor.com/global/phones/honor-x7a/spec/,1969112
нет,5109ATBB,"Смартфон Honor X7a Plus 6/128 Gb,  титановый серебристый",HONOR,Смартфоны,https://www.hihonor.com/global/phones/honor-x7a/spec/,1969113
нет,5109ASQS,"Смартфон Honor X9a 5G 8/256Gb,  полуночный черный",HONOR,Смартфоны,https://www.hihonor.com/by/phones/honor-x9a/spec/,1969114
нет,5109ASQU,"Смартфон Honor X9a 5G 8/256Gb,  изумрудный зеленый",HONOR,Смартфоны,https://www.hihonor.com/by/phones/honor-x9a/spec/,1969115
XT2321-1,PAX40000SE,"Смартфон Motorola Razr 40 Ultra 8/256Gb,  XT2321-1,  черный",MOTOROLA,Смартфоны,https://www.motorola.co.uk/smartphones-motorola-razr-40-ultra/p?skuId=698,1969134
SM-F946B,SM-F946BLBBCAU,"Смартфон Samsung Galaxy Z Fold 5 5G 12/256Gb,  SM-F946B,  голубой",SAMSUNG,Смартфоны,https://www.samsung.com/uk/smartphones/galaxy-z-fold5/,1969318
SM-F946B,SM-F946BZKBCAU,"Смартфон Samsung Galaxy Z Fold 5 5G 12/256Gb,  SM-F946B,  черный фантом",SAMSUNG,Смартфоны,https://www.samsung.com/uk/smartphones/galaxy-z-fold5/,1969322
SM-F946B,SM-F946BLBCCAU,"Смартфон Samsung Galaxy Z Fold 5 5G 12/512Gb,  SM-F946B,  голубой",SAMSUNG,Смартфоны,https://www.samsung.com/uk/smartphones/galaxy-z-fold5/,1969323
SM-F946B,SM-F946BZECCAU,"Смартфон Samsung Galaxy Z Fold 5 5G 12/512Gb,  SM-F946B,  бежевый",SAMSUNG,Смартфоны,https://www.samsung.com/uk/smartphones/galaxy-z-fold5/,1969325
SM-F946B,SM-F946BZKCCAU,"Смартфон Samsung Galaxy Z Fold 5 5G 12/512Gb,  SM-F946B,  черный фантом",SAMSUNG,Смартфоны,https://www.samsung.com/uk/smartphones/galaxy-z-fold5/,1969326
SM-F946B,SM-F946BZKNCAU,"Смартфон Samsung Galaxy Z Fold 5 5G 12/1Tb,  SM-F946B,  черный фантом",SAMSUNG,Смартфоны,https://www.samsung.com/uk/smartphones/galaxy-z-fold5/,1969329
SM-F731B,SM-F731BLGGCAU,"Смартфон Samsung Galaxy Z Flip 5 5G 8/256Gb,  SM-F731B,  мятный",SAMSUNG,Смартфоны,https://www.samsung.com/uz_ru/smartphones/galaxy-z-flip4/specs/,1969351
SM-F731B,SM-F731BLIGCAU,"Смартфон Samsung Galaxy Z Flip 5 5G 8/256Gb,  SM-F731B,  лаванда",SAMSUNG,Смартфоны,https://www.samsung.com/uz_ru/smartphones/galaxy-z-flip4/specs/,1969352
SM-F731B,SM-F731BZAGCAU,"Смартфон Samsung Galaxy Z Flip 5 5G 8/256Gb,  SM-F731B,  графит",SAMSUNG,Смартфоны,https://www.samsung.com/uz_ru/smartphones/galaxy-z-flip4/specs/,1969353
SM-F731B,SM-F731BZEGCAU,"Смартфон Samsung Galaxy Z Flip 5 5G 8/256Gb,  SM-F731B,  бежевый",SAMSUNG,Смартфоны,https://www.samsung.com/uz_ru/smartphones/galaxy-z-flip4/specs/,1969354
SM-F731B,SM-F731BLGHCAU,"Смартфон Samsung Galaxy Z Flip 5 5G 8/512Gb,  SM-F731B,  мятный",SAMSUNG,Смартфоны,https://www.samsung.com/uz_ru/smartphones/galaxy-z-flip4/specs/,1969355
SM-F731B,SM-F731BLIHCAU,"Смартфон Samsung Galaxy Z Flip 5 5G 8/512Gb,  SM-F731B,  лаванда",SAMSUNG,Смартфоны,https://www.samsung.com/uz_ru/smartphones/galaxy-z-flip4/specs/,1969357
SM-F731B,SM-F731BZAHCAU,"Смартфон Samsung Galaxy Z Flip 5 5G 8/512Gb,  SM-F731B,  графит",SAMSUNG,Смартфоны,https://www.samsung.com/uz_ru/smartphones/galaxy-z-flip4/specs/,1969358
SM-F731B,SM-F731BZEHCAU,"Смартфон Samsung Galaxy Z Flip 5 5G 8/512Gb,  SM-F731B,  бежевый",SAMSUNG,Смартфоны,https://www.samsung.com/uz_ru/smartphones/galaxy-z-flip4/specs/,1969360
A2896,MQ853CH/A,"Смартфон Apple iPhone 14 Pro Max 128Gb,  A2896,  золотой",APPLE,Смартфоны,https://www.apple.com/iphone-14-pro/specs/,1969380
SM-F731B,SM-F731BZAEMEA,"Смартфон Samsung Galaxy Z Flip 5 5G 8/512Gb,  SM-F731B,  графит",SAMSUNG,Смартфоны,https://www.samsung.com/uz_ru/smartphones/galaxy-z-flip4/specs/,1969982
SM-F731B,SM-F731BLIEMEA,"Смартфон Samsung Galaxy Z Flip 5 5G 8/512Gb,  SM-F731B,  лаванда",SAMSUNG,Смартфоны,https://www.samsung.com/uz_ru/smartphones/galaxy-z-flip4/specs/,1969983
MNA-LX9,51097NCQ,"Смартфон Huawei P60 Pro 12/512Gb,  MNA-LX9,  черный",HUAWEI,Смартфоны,https://consumer.huawei.com/ru/phones/p60-pro/specs/,1970339
MNA-LX9,51097NCR,"Смартфон Huawei P60 Pro 12/512Gb,  MNA-LX9,  жемчужина рококо",HUAWEI,Смартфоны,https://consumer.huawei.com/ru/phones/p60-pro/specs/,1970377
MNA-LX9,51097LUV,"Смартфон Huawei P60 Pro 8/256Gb,  MNA-LX9,  черный",HUAWEI,Смартфоны,https://consumer.huawei.com/ru/phones/p60-pro/specs/,1970378
MNA-LX9,51097LUU,"Смартфон Huawei P60 Pro 8/256Gb,  MNA-LX9,  жемчужина рококо",HUAWEI,Смартфоны,https://consumer.huawei.com/ru/phones/p60-pro/specs/,1970379
LNA-LX9,51097LUP,"Смартфон Huawei P60 8/256Gb,  LNA-LX9,  черный",HUAWEI,Смартфоны,https://consumer.huawei.com/ru/phones/p60/specs/,1970380
LNA-LX9,51097LUN,"Смартфон Huawei P60 8/256Gb,  LNA-LX9,  зеленый",HUAWEI,Смартфоны,https://consumer.huawei.com/ru/phones/p60/specs/,1970381
нет,631010000025,"Смартфон OPPO A78 8/128Gb,  лазурный",OPPO,Смартфоны,https://www.oppo.com/en/smartphones/series-a/a78/specs/,1970582
нет,631010000024,"Смартфон OPPO A78 8/128Gb,  черный",OPPO,Смартфоны,https://www.oppo.com/en/smartphones/series-a/a78/specs/,1970586
нет,631001000143,"Смартфон OPPO Reno10 8/256Gb,  голубой",OPPO,Смартфоны,https://www.oppo.com/ru/smartphones/series-reno/reno10/specs/,1970587
нет,631001000130,"Смартфон OPPO Reno10 8/256Gb,  серебристо-серый",OPPO,Смартфоны,https://www.oppo.com/ru/smartphones/series-reno/reno10/specs/,1970589
SM-F731B,SM-F731BLG3CAU,"Смартфон Samsung Galaxy Z Flip 5 5G 8/256Gb,  SM-F731B,  мятный",SAMSUNG,Смартфоны,https://www.samsung.com/uz_ru/smartphones/galaxy-z-flip4/specs/,1970781
SM-F731B,SM-F731BLI3CAU,"Смартфон Samsung Galaxy Z Flip 5 5G 8/256Gb,  SM-F731B,  лаванда",SAMSUNG,Смартфоны,https://www.samsung.com/uz_ru/smartphones/galaxy-z-flip4/specs/,1970782
SM-F946B,SM-F946BZK4CAU,"Смартфон Samsung Galaxy Z Fold 5 5G 12/256Gb,  SM-F946B,  черный фантом",SAMSUNG,Смартфоны,https://www.samsung.com/uk/smartphones/galaxy-z-fold5/,1970784
SM-F946B,SM-F946BLB4CAU,"Смартфон Samsung Galaxy Z Fold 5 5G 12/256Gb,  SM-F946B,  голубой",SAMSUNG,Смартфоны,https://www.samsung.com/uk/smartphones/galaxy-z-fold5/,1970785
SM-F731B,SM-F731BZE3CAU,"Смартфон Samsung Galaxy Z Flip 5 5G 8/256Gb,  SM-F731B,  бежевый",SAMSUNG,Смартфоны,https://www.samsung.com/uz_ru/smartphones/galaxy-z-flip4/specs/,1970800
SM-F946B,SM-F946BZE4CAU,"Смартфон Samsung Galaxy Z Fold 5 5G 12/256Gb,  SM-F946B,  бежевый",SAMSUNG,Смартфоны,https://www.samsung.com/uk/smartphones/galaxy-z-fold5/,1970802
нет,MZB0BPURU,"Смартфон Xiaomi Redmi Note 11S 5G 4/64Gb,  серый",XIAOMI,Смартфоны,https://www.mi.com/ru/product/redmi-note-11s/specs,1971063
A2481,MLDD3CH/A,"Смартфон Apple iPhone 13 mini 128Gb,  A2481,  сияющая звезда",APPLE,Смартфоны,https://www.apple.com/ru/iphone-13/specs/,1971064
нет,MZB0BOORU,"Смартфон Xiaomi Redmi Note 11S 5G 4/64Gb,  белый",XIAOMI,Смартфоны,https://www.mi.com/ru/product/redmi-note-11s/specs,1971065
нет,MZB0BP2RU,"Смартфон Xiaomi Redmi Note 11S 5G 4/64Gb,  синий",XIAOMI,Смартфоны,https://www.mi.com/ru/product/redmi-note-11s/specs,1971075
SM-F731B,SM-F731BLGAMEA,"Смартфон Samsung Galaxy Z Flip 5 5G 8/256Gb,  SM-F731B,  мятный",SAMSUNG,Смартфоны,https://www.samsung.com/uz_ru/smartphones/galaxy-z-flip4/specs/,1971310
SM-F731B,SM-F731BLIAMEA,"Смартфон Samsung Galaxy Z Flip 5 5G 8/256Gb,  SM-F731B,  лаванда",SAMSUNG,Смартфоны,https://www.samsung.com/uz_ru/smartphones/galaxy-z-flip4/specs/,1971312
SM-F731B,SM-F731BZAAMEA,"Смартфон Samsung Galaxy Z Flip 5 5G 8/256Gb,  SM-F731B,  графит",SAMSUNG,Смартфоны,https://www.samsung.com/uz_ru/smartphones/galaxy-z-flip4/specs/,1971314
SM-F731B,SM-F731BZEAMEA,"Смартфон Samsung Galaxy Z Flip 5 5G 8/256Gb,  SM-F731B,  бежевый",SAMSUNG,Смартфоны,https://www.samsung.com/uz_ru/smartphones/galaxy-z-flip4/specs/,1971316
SM-F946B,SM-F946BLBDMEA,"Смартфон Samsung Galaxy Z Fold 5 5G 12/256Gb,  SM-F946B,  голубой",SAMSUNG,Смартфоны,https://www.samsung.com/uk/smartphones/galaxy-z-fold5/,1971317
SM-F946B,SM-F946BZEDMEA,"Смартфон Samsung Galaxy Z Fold 5 5G 12/256Gb,  SM-F946B,  бежевый",SAMSUNG,Смартфоны,https://www.samsung.com/uk/smartphones/galaxy-z-fold5/,1971318
SM-F946B,SM-F946BZKDMEA,"Смартфон Samsung Galaxy Z Fold 5 5G 12/256Gb,  SM-F946B,  черный фантом",SAMSUNG,Смартфоны,https://www.samsung.com/uk/smartphones/galaxy-z-fold5/,1971320
нет,,"Смартфон TECNO Spark Go 2023 3/64Gb,  фиолетовый",TECNO,Смартфоны,https://ru.tecno-mobile.com/phones/product-detail/product/spark-go-2023/,1971330
нет,631011000231,"Смартфон REALME C53 6/128Gb,  черный",REALME,Смартфоны,https://www.realme.com/my/realme-c53/specs,1971393
нет,631011000232,"Смартфон REALME C53 6/128Gb,  золотой",REALME,Смартфоны,https://www.realme.com/my/realme-c53/specs,1971396
SM-A346E,SM-A346ELVASKZ,"Смартфон Samsung Galaxy A34 5G 6/128Gb,  SM-A346E,  лаванда",SAMSUNG,Смартфоны,https://www.samsung.com/ru/smartphones/galaxy-a/galaxy-a34-5g-graphite-256gb-sm-a346ezkeser/,1971533
SM-F731B,SM-F731BZEEMEA,"Смартфон Samsung Galaxy Z Flip 5 5G 8/512Gb,  SM-F731B,  бежевый",SAMSUNG,Смартфоны,https://www.samsung.com/uz_ru/smartphones/galaxy-z-flip4/specs/,1971777
SM-F946B,SM-F946BZEGMEA,"Смартфон Samsung Galaxy Z Fold 5 5G 12/512Gb,  SM-F946B,  бежевый",SAMSUNG,Смартфоны,https://www.samsung.com/uk/smartphones/galaxy-z-fold5/,1971778
SM-F946B,SM-F946BZKGMEA,"Смартфон Samsung Galaxy Z Fold 5 5G 12/512Gb,  SM-F946B,  черный фантом",SAMSUNG,Смартфоны,https://www.samsung.com/uk/smartphones/galaxy-z-fold5/,1971779
SM-A047F,SM-A047FZCGCAU,"Смартфон Samsung Galaxy A04s 4/64Gb,  SM-A047F,  медный",SAMSUNG,Смартфоны,https://www.samsung.com/levant/smartphones/galaxy-a/galaxy-a04s-awesome-white-64gb-sm-a047fzwgmeb/#specs,1972347
нет,,"Смартфон TECNO Spark 10c 4/128Gb,  голубой",TECNO,Смартфоны,https://ru.tecno-mobile.com/phones/tech-specs/tecspecs/spark-10c/,1973162
нет,,"Смартфон TECNO Spark 10c 4/128Gb,  черный",TECNO,Смартфоны,https://ru.tecno-mobile.com/phones/tech-specs/tecspecs/spark-10c/,1973163
нет,49145,"Смартфон Xiaomi Redmi Note 12 8/256Gb,  голубой",XIAOMI,Смартфоны,https://www.mi.com/ru/product/redmi-note-12/,1973561
нет,49141,"Смартфон Xiaomi Redmi Note 12 8/256Gb,  зеленый",XIAOMI,Смартфоны,https://www.mi.com/ru/product/redmi-note-12/,1973567
нет,49137,"Смартфон Xiaomi Redmi Note 12 8/256Gb,  серый",XIAOMI,Смартфоны,https://www.mi.com/global/product/redmi-note-12/,1973568
нет,49957,"Смартфон Xiaomi Redmi Note 12 8/256Gb,  золотой рассвет",XIAOMI,Смартфоны,https://www.mi.com/global/product/redmi-note-12/,1973571
нет,631001000333,"Смартфон OPPO A58 6/128Gb,  черный",OPPO,Смартфоны,https://www.oppo.com/ru/smartphones/series-a/a58/,1974339
нет,631001000334,"Смартфон OPPO A58 6/128Gb,  светло-зеленый",OPPO,Смартфоны,https://www.oppo.com/ru/smartphones/series-a/a58/,1974348
нет,631001000873,"Смартфон OPPO A58 8/128Gb,  черный",OPPO,Смартфоны,https://www.oppo.com/ru/smartphones/series-a/a58/,1974368
нет,631001000874,"Смартфон OPPO A58 8/128Gb,  светло-зеленый",OPPO,Смартфоны,https://www.oppo.com/ru/smartphones/series-a/a58/,1974369
A2886,MQ4X3ZP/A,"Смартфон Apple iPhone 14 Plus 128Gb,  A2886,  темная ночь",APPLE,Смартфоны,https://www.apple.com/iphone-14/specs/,1975193
A2886,MQ4Y3VN/A,"Смартфон Apple iPhone 14 Plus 128Gb,  A2886,  сияющая звезда",APPLE,Смартфоны,https://www.apple.com/iphone-14/specs/,1975194
A2886,MQ4Y3ZP/A,"Смартфон Apple iPhone 14 Plus 128Gb,  A2886,  сияющая звезда",APPLE,Смартфоны,https://www.apple.com/iphone-14/specs/,1975195
A2886,MQ513ZP/A,"Смартфон Apple iPhone 14 Plus 128Gb,  A2886,  красный",APPLE,Смартфоны,https://www.apple.com/iphone-14/specs/,1975196
A2886,MQ523VN/A,"Смартфон Apple iPhone 14 Plus 128Gb,  A2886,  голубой",APPLE,Смартфоны,https://www.apple.com/iphone-14/specs/,1975197
SM-A047F,SM-A047FZGDCAU,"Смартфон Samsung Galaxy A04s 3/32Gb,  SM-A047F,  зеленый",SAMSUNG,Смартфоны,https://www.samsung.com/levant/smartphones/galaxy-a/galaxy-a04s-awesome-white-64gb-sm-a047fzwgmeb/#specs,1975581
